,facility_name,activity_date,service,violation_description,resource_code,location_1,address,:@computed_region_q3a8_eiwf,point,city
863,AROMA CAFE & BAKERY,2015-01-08,111,Hot and cold water available,g,"{'human_address': '{""address"": ""37 80802684"", ""city"": """", ""state"": """", ""zip"": """"}'}","1900 FRANKLIN ST OAKLAND, CA 94612",,"37 48m 26.532s N, 122 16m 3.6408s W",OAKLAND
864,BEVERAGES & MORE,2014-10-09,111,Signs posted last inspection report available,g,"{'latitude': '41.434417', 'longitude': '-87.167338', 'human_address': '{""address"": ""37 53425715"", ""city"": """", ""state"": """", ""zip"": """"}'}","5171 MOWRY AVE FREMONT, CA 94538",21649,"37 32m 5.2045s N, 121 59m 59.7107s W",FREMONT
865,ALOHANA HAWAIIAN GRILL,2019-03-21,111,Nonfood-contact surfaces clean,g,"{'latitude': '39.372824', 'longitude': '-111.586269', 'human_address': '{""address"": ""37 70067118"", ""city"": """", ""state"": """", ""zip"": """"}'}","15555 E 14TH ST #319 SAN LEANDRO, CA 94578",29581,,SAN LEANDRO
866,BALDIE'S CAFE,2014-08-06,111,Wiping cloths: properly used and stored,g,"{'human_address': '{""address"": ""37 58219635"", ""city"": """", ""state"": """", ""zip"": """"}'}","2649 DECOTO RD UNION CITY, CA 94587",,"37 34m 57.2444s N, 122 1m 25.3222s W",UNION CITY
867,ASIAN SNACK RESTAURANT,2013-07-31,111,"Warewashing facilities: installed, maintained, use",g,"{'latitude': '40.377737', 'longitude': '-111.777342', 'human_address': '{""address"": ""37 77565658"", ""city"": """", ""state"": """", ""zip"": """"}'}","1243 33RD AVE OAKLAND, CA 94601",33031,"37 46m 35.6639s N, 122 13m 29.9401s W",OAKLAND
868,BODI'S JAVA,2014-05-13,111,Nonfood-contact surfaces clean,g,"{'latitude': '41.420289', 'longitude': '-87.199202', 'human_address': '{""address"": ""37 69524400"", ""city"": """", ""state"": """", ""zip"": """"}'}","3803 E CASTRO VALLEY BLVD CASTRO VALLEY, CA 94552",21637,"37 41m 41.377s N, 122 3m 12.5619s W",VALLEY
869,7-ELEVEN STORE #36020,2017-02-23,111,Hot and cold water available,y,"{'human_address': '{""address"": ""37 68613916"", ""city"": """", ""state"": """", ""zip"": """"}'}","15609 HESPERIAN BLVD SAN LORENZO, CA 94580",,"37 41m 11.2207s N, 122 7m 48.6941s W",LORENZO
870,ALOHA CLUB,2014-04-14,111,"Equipment, utensils and linens: storage and use",g,"{'human_address': '{""address"": ""37 77405288"", ""city"": """", ""state"": """", ""zip"": """"}'}","952 FRUITVALE AVE OAKLAND, CA 94601",,"37 46m 30.0034s N, 122 13m 36.8108s W",OAKLAND
871,ASIA COFFEE SHOP & RESTAURANT 2,2014-05-02,111,Demonstration of knowledge food manager certifica,g,"{'human_address': '{""address"": ""37 79408342"", ""city"": """", ""state"": """", ""zip"": """"}'}","1245 6TH AVE OAKLAND, CA 94606",,"37 47m 40.6509s N, 122 15m 13.4811s W",OAKLAND
872,3 GEEKS,2019-06-12,111,"Floors, walls and ceilings: built, maintained, and",g,"{'latitude': '41.707698', 'longitude': '-111.838239', 'human_address': '{""address"": ""37 63132598"", ""city"": """", ""state"": """", ""zip"": """"}'}","1108 W TENNYSON RD HAYWARD, CA 94544",12310,"37 37m 52.6159s N, 122 4m 33.6582s W",HAYWARD
873,88 MARKET,2014-12-17,111,Thermometers provided and accurate,g,"{'latitude': '43.195642', 'longitude': '-112.432824', 'human_address': '{""address"": ""37 69038451"", ""city"": """", ""state"": """", ""zip"": """"}'}","15056 FARNSWORTH ST SAN LEANDRO, CA 94579",17352,"37 41m 26.628s N, 122 9m 6.00966s W",SAN LEANDRO
874,A THAI EXPRESS,2012-09-20,111,"Food in good condition, safe and unadulterated",g,"{'latitude': '40.333103', 'longitude': '-111.694465', 'human_address': '{""address"": ""37 52196045"", ""city"": """", ""state"": """", ""zip"": """"}'}","39945 BALENTINE DR NEWARK, CA 94560",11225,"37 31m 16.9891s N, 121 59m 27.2919s W",NEWARK
875,99 CENTS ONLY STORE #278,2014-03-06,111,Equipment/Utensils - approved installed clean g,g,"{'human_address': '{""address"": ""37 80544420"", ""city"": """", ""state"": """", ""zip"": """"}'}","1440 7TH ST OAKLAND, CA 94607",,"37 48m 9.792s N, 122 16m 59.9822s W",OAKLAND
876,B & M CAFE,2014-06-04,111,Nonfood-contact surfaces clean,g,"{'latitude': '40.338625', 'longitude': '-111.691024', 'human_address': '{""address"": ""37 80102549"", ""city"": """", ""state"": """", ""zip"": """"}'}","288 11TH ST #D OAKLAND, CA 94607",33134,"37 48m 3.34908s N, 122 16m 6.59028s W",OAKLAND
877,BAY AREA COMMUNITY SERVICES-TOWNE HOUSE,2018-02-02,111,Hot and cold water available,g,"{'latitude': '40.378044', 'longitude': '-111.848435', 'human_address': '{""address"": ""37 82059371"", ""city"": """", ""state"": """", ""zip"": """"}'}","629 OAKLAND AVE OAKLAND, CA 94611",33135,"37 49m 14.4601s N, 122 15m 3.2099s W",OAKLAND
878,AL'S FOOD MARKET,2019-02-06,111,Food contact surfaces: clean and sanitized,g,"{'human_address': '{""address"": ""37 70175389"", ""city"": """", ""state"": """", ""zip"": """"}'}","3550 SOMERSET AVE CASTRO VALLEY, CA 94546",,,VALLEY
879,A-TOWN PIZZA,2012-10-25,111,Personal cleanliness and hair restraints,y,"{'human_address': '{""address"": ""37 77115217"", ""city"": """", ""state"": """", ""zip"": """"}'}","2327 BLANDING AVE #E ALAMEDA, CA 94501",,"37 46m 17.5197s N, 122 14m 18.5113s W",ALAMEDA
880,AMY'S DONUT SHOP,2014-03-12,111,Food contact surfaces: clean and sanitized,,"{'human_address': '{""address"": ""37 60598685"", ""city"": """", ""state"": """", ""zip"": """"}'}","1818 WHIPPLE RD UNION CITY, CA 94587",,"37 36m 21.398s N, 122 2m 3.36084s W",UNION CITY
881,7-ELEVEN FOOD STORE #14204,2015-03-16,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 73339558"", ""city"": """", ""state"": """", ""zip"": """"}'}","333 E 14TH ST SAN LEANDRO, CA 94577",,"37 43m 48.8568s N, 122 9m 36.0432s W",SAN LEANDRO
882,AMIA BAKERY,2013-12-04,111,Person in charge present and performs duties,y,"{'human_address': '{""address"": ""37 54756289"", ""city"": """", ""state"": """", ""zip"": """"}'}","39095 FREMONT HUB FREMONT, CA 94538",,,FREMONT
883,BANGKOK 101 THAI CUISINE RESTAURANT,2016-09-28,111,Signs posted last inspection report available,g,"{'latitude': '40.622188', 'longitude': '-111.890065', 'human_address': '{""address"": ""37 71003057"", ""city"": """", ""state"": """", ""zip"": """"}'}","7375 AMADOR VALLEY BLVD #100 DUBLIN, CA 94568",33139,,DUBLIN
884,1/4 LB GIANT BURGER 3,2012-11-06,111,Demonstration of knowledge food manager certifica,g,"{'latitude': '40.377694', 'longitude': '-111.776429', 'human_address': '{""address"": ""37 80075703"", ""city"": """", ""state"": """", ""zip"": """"}'}","2055 MACARTHUR BLVD OAKLAND, CA 94602",33031,"37 48m 2.53688s N, 122 13m 4.71496s W",OAKLAND
885,7-ELEVEN FOOD STORE #14204,2014-01-07,111,Thermometers provided and accurate,g,"{'latitude': '40.697719', 'longitude': '-111.89985', 'human_address': '{""address"": ""37 73339062"", ""city"": """", ""state"": """", ""zip"": """"}'}","333 E 14TH ST SAN LEANDRO, CA 94577",11924,"37 43m 48.8568s N, 122 9m 36.0432s W",SAN LEANDRO
886,ALBERT'S CAFE,2018-01-17,131,"Floors, walls and ceilings: built, maintained, and",y,"{'human_address': '{""address"": ""37 77428862"", ""city"": """", ""state"": """", ""zip"": """"}'}","1541 WEBSTER ST ALAMEDA, CA 94501",,"37 46m 28.0864s N, 122 16m 36.9161s W",ALAMEDA
887,7-ELEVEN FOOD STORE #2369-18608E,2016-12-19,111,Equipment/Utensils - approved installed clean g,,"{'human_address': '{""address"": ""37 82909830"", ""city"": """", ""state"": """", ""zip"": """"}'}","4100 BROADWAY OAKLAND, CA 94611",,"37 50m 2.20668s N, 122 15m 9.5076s W",OAKLAND
888,BOB'S SMOKE SHOP,2019-05-28,111,"Floors, walls and ceilings: built, maintained, and",g,"{'latitude': '42.53694', 'longitude': '-113.889583', 'human_address': '{""address"": ""37 76483678"", ""city"": """", ""state"": """", ""zip"": """"}'}","5914 INTERNATIONAL BLVD OAKLAND, CA 94621",18790,"37 45m 54.1027s N, 122 11m 56.542s W",OAKLAND
889,7-ELEVEN FOOD STORE #14188,2015-04-06,111,Demonstration of knowledge food manager certifica,g,"{'human_address': '{""address"": ""37 47867580"", ""city"": """", ""state"": """", ""zip"": """"}'}","122 GABLE DR FREMONT, CA 94538",,"37 28m 40.0158s N, 121 55m 17.4197s W",FREMONT
890,99 RANCH MARKET,2014-05-19,111,"Floors, walls and ceilings: built, maintained, and",y,"{'latitude': '40.057135', 'longitude': '-111.654058', 'human_address': '{""address"": ""37 54955062"", ""city"": """", ""state"": """", ""zip"": """"}'}","35219 NEWARK BLVD #B NEWARK, CA 94560",19838,"37 32m 51.9508s N, 122 2m 48.4714s W",NEWARK
891,BIRYANIZ,2019-04-04,131,Plumbing proper backflow devices,g,"{'latitude': '41.441136', 'longitude': '-87.209011', 'human_address': '{""address"": ""37 70743476"", ""city"": """", ""state"": """", ""zip"": """"}'}","6830 VILLAGE PKWY DUBLIN, CA 94568",22001,"37 42m 23.4551s N, 121 55m 28.0333s W",DUBLIN
892,BOB'S HOAGY STEAK #2,2014-05-15,111,"Toxic substances properly identified, stored, used",g,"{'human_address': '{""address"": ""37 55763374"", ""city"": """", ""state"": """", ""zip"": """"}'}","37404 FREMONT BLVD FREMONT, CA 94536",,"37 33m 28.4796s N, 122 0m 22.6296s W",FREMONT
893,AQUA ADVENTURE WATER PARK,2019-08-21,111,"No rodents, insects, birds, or animals",g,"{'human_address': '{""address"": ""37 54323322"", ""city"": """", ""state"": """", ""zip"": """"}'}","40500 PASEO PADRE PKWY FREMONT, CA 94538",,"37 32m 32.5356s N, 121 57m 8.92584s W",FREMONT
894,A M LIQUORS,2016-03-30,111,Garbage and refuse properly disposed facilities m,g,"{'latitude': '43.694007', 'longitude': '-111.101442', 'human_address': '{""address"": ""37 80200042"", ""city"": """", ""state"": """", ""zip"": """"}'}","1301 MACARTHUR BLVD OAKLAND, CA 94602",19468,"37 48m 7.51176s N, 122 13m 53.7717s W",OAKLAND
895,BOB'S HOAGY STEAK,2014-02-13,111,Nonfood-contact surfaces clean,g,"{'latitude': '40.110346', 'longitude': '-111.665128', 'human_address': '{""address"": ""37 63000513"", ""city"": """", ""state"": """", ""zip"": """"}'}","29623 MISSION BLVD HAYWARD, CA 94544",19854,"37 38m 28.8251s N, 122 3m 33.5495s W",HAYWARD
896,BAYFAIR UNOCAL 76 #256277,2016-01-11,111,"Floors, walls and ceilings: built, maintained, and",g,"{'human_address': '{""address"": ""37 69986474"", ""city"": """", ""state"": """", ""zip"": """"}'}","15803 E 14TH ST SAN LEANDRO, CA 94578",,"37 42m 24.2348s N, 122 7m 50.7043s W",SAN LEANDRO
897,BIRYANI BOWL,2016-04-13,111,"Food in good condition, safe and unadulterated",g,"{'latitude': '42.455626', 'longitude': '-113.799631', 'human_address': '{""address"": ""37 53269472"", ""city"": """", ""state"": """", ""zip"": """"}'}","3988 WASHINGTON BLVD FREMONT, CA 94538",18790,"37 31m 58.3202s N, 121 57m 31.9874s W",FREMONT
898,BANH THAI RESTAURANT,2014-01-13,131,Premises personal/cleaning items vermin-proofing,y,"{'human_address': '{""address"": ""37 54861426"", ""city"": """", ""state"": """", ""zip"": """"}'}","39060 FREMONT BLVD FREMONT, CA 94538",,"37 30m 54.0601s N, 121 57m 10.4738s W",FREMONT
899,BAKERY EL SOL,2014-09-02,131,Food properly labeled & honestly presented,g,"{'latitude': '37.213124', 'longitude': '-113.268859', 'human_address': '{""address"": ""37 77615761"", ""city"": """", ""state"": """", ""zip"": """"}'}","3340 E 12TH ST 5 OAKLAND, CA 94601",17470,"37 46m 34.6186s N, 122 13m 27.1081s W",OAKLAND
900,7-ELEVEN FOOD STORE #14188,2017-08-22,111,"No rodents, insects, birds, or animals",y,"{'human_address': '{""address"": ""37 47867580"", ""city"": """", ""state"": """", ""zip"": """"}'}","122 GABLE DR FREMONT, CA 94538",,"37 28m 40.0158s N, 121 55m 17.4197s W",FREMONT
901,BLOSSOM BEE,2017-07-07,111,"Warewashing facilities: installed, maintained, use",y,"{'human_address': '{""address"": ""37 70996264"", ""city"": """", ""state"": """", ""zip"": """"}'}","7335 VILLAGE PKWY DUBLIN, CA 94568",,"37 42m 40.4203s N, 121 55m 38.2753s W",DUBLIN
902,76 C-STOP,2017-03-30,131,Adequate handwashing facilities supplied & accessi,g,"{'latitude': '40.623095', 'longitude': '-111.888168', 'human_address': '{""address"": ""37 84706056"", ""city"": """", ""state"": """", ""zip"": """"}'}","6125 TELEGRAPH AVE OAKLAND, CA 94609",33139,"37 50m 11.3968s N, 122 15m 44.9946s W",OAKLAND
903,BAY TECH CHARTER SCHOOL,2012-05-30,111,Thermometers provided and accurate,,"{'human_address': '{""address"": ""37 83414164"", ""city"": """", ""state"": """", ""zip"": """"}'}","4521 WEBSTER ST OAKLAND, CA 94609",,"37 50m 0.612528s N, 122 15m 36.8153s W",OAKLAND
904,AK THE HEART CAFE,2015-02-24,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 50769534"", ""city"": """", ""state"": """", ""zip"": """"}'}","6038 STEVENSON BLVD FREMONT, CA 94538",,"37 31m 37.4387s N, 121 59m 3.048s W",FREMONT
905,BLESSED GARDEN,2017-04-18,131,"Equipment, utensils and linens: storage and use",r,"{'human_address': '{""address"": ""37 80461832"", ""city"": """", ""state"": """", ""zip"": """"}'}","419 15TH ST OAKLAND, CA 94612",,"37 48m 17.7444s N, 122 16m 11.7754s W",OAKLAND
906,ARKA RESTAURANT,2013-11-05,111,"Floors, walls and ceilings: built, maintained, and",,"{'latitude': '42.539788', 'longitude': '-113.888421', 'human_address': '{""address"": ""37 47712549"", ""city"": """", ""state"": """", ""zip"": """"}'}","47986 WARM SPRINGS BLVD FREMONT, CA 94539",18790,,FREMONT
907,99 RANCH MARKET,2015-01-21,131,"Equipment, utensils and linens: storage and use",g,"{'human_address': '{""address"": ""37 57457981"", ""city"": """", ""state"": """", ""zip"": """"}'}","34444 FREMONT BLVD FREMONT, CA 94555",,"37 34m 31.2069s N, 122 2m 21.2413s W",FREMONT
908,7-ELEVEN FOOD STORE #14184,2012-05-29,111,Adequate handwashing facilities supplied & accessi,,"{'human_address': '{""address"": ""37 70305694"", ""city"": """", ""state"": """", ""zip"": """"}'}","1711 159TH AVE SAN LEANDRO, CA 94578",,,SAN LEANDRO
909,99 RANCH MARKET,2013-04-15,111,"Floors, walls and ceilings: built, maintained, and",y,"{'latitude': '40.057135', 'longitude': '-111.654058', 'human_address': '{""address"": ""37 54955062"", ""city"": """", ""state"": """", ""zip"": """"}'}","35219 NEWARK BLVD #B NEWARK, CA 94560",19838,"37 32m 51.9508s N, 122 2m 48.4714s W",NEWARK
910,BONCHON,2019-04-24,131,Plumbing proper backflow devices,y,"{'latitude': '41.288677', 'longitude': '-85.703055', 'human_address': '{""address"": ""37 72500331"", ""city"": """", ""state"": """", ""zip"": """"}'}","1275 WASHINGTON AVE SAN LEANDRO, CA 94577",22747,"37 43m 30.2802s N, 122 9m 23.6664s W",SAN LEANDRO
911,BOB'S QUICK SHOP BEER & WINE,2013-12-26,111,Hot and cold water available,g,"{'latitude': '38.752509', 'longitude': '-93.62903', 'human_address': '{""address"": ""37 59130471"", ""city"": """", ""state"": """", ""zip"": """"}'}","31887 ALVARADO BLVD UNION CITY, CA 94587",17721,"37 35m 22.7411s N, 122 4m 16.4446s W",UNION CITY
912,ALAMEDA COUNTY FAIR-SAT WGRING COMM,2016-06-17,111,Food separated and protected,g,"{'latitude': '37.107806', 'longitude': '-113.59632', 'human_address': '{""address"": ""37 66013249"", ""city"": """", ""state"": """", ""zip"": """"}'}","4501 PLEASANTON AVE PLEASANTON, CA 94566",15913,"37 39m 43.1681s N, 121 53m 18.7971s W",PLEASANTON
913,BANH THAI RESTAURANT,2016-07-07,111,Food contact surfaces: clean and sanitized,g,"{'human_address': '{""address"": ""37 54814119"", ""city"": """", ""state"": """", ""zip"": """"}'}","39060 FREMONT BLVD FREMONT, CA 94538",,"37 30m 54.0601s N, 121 57m 10.4738s W",FREMONT
914,ARBY'S,2015-01-06,111,Proper hot and cold holding temperatures,g,"{'human_address': '{""address"": ""37 70506836"", ""city"": """", ""state"": """", ""zip"": """"}'}","15016 E 14TH ST SAN LEANDRO, CA 94578",,"37 42m 20.1719s N, 122 7m 42.4419s W",SAN LEANDRO
915,BOBA QUEEN,2017-10-10,111,Hands clean and properly washed gloves used prope,g,"{'latitude': '41.432717', 'longitude': '-87.175718', 'human_address': '{""address"": ""37 57468500"", ""city"": """", ""state"": """", ""zip"": """"}'}","34420 FREMONT BLVD A FREMONT, CA 94555",22001,"37 34m 29.963s N, 122 2m 26.8348s W",FREMONT
916,AUNTIE ANNE'S,2019-04-02,111,Food separated and protected,g,"{'human_address': '{""address"": ""37 52832602"", ""city"": """", ""state"": """", ""zip"": """"}'}","2037 NEWPARK MALL NEWARK, CA 94560",,"37 31m 25.8116s N, 122 0m 2.83281s W",NEWARK
917,AMADOR HIGH SCHOOL,2014-05-14,111,"Floors, walls and ceilings: built, maintained, and",g,"{'human_address': '{""address"": ""37 66872328"", ""city"": """", ""state"": """", ""zip"": """"}'}","1155 SANTA RITA RD PLEASANTON, CA 94566",,"37 40m 4.87055s N, 121 52m 23.6558s W",PLEASANTON
918,BEST CHINESE BBQ RESTAURANT,2015-09-10,131,Food storage food storage containers identified,g,"{'human_address': '{""address"": ""37 68668336"", ""city"": """", ""state"": """", ""zip"": """"}'}","699 LEWELLING BLVD #180 SAN LEANDRO, CA 94579",,,SAN LEANDRO
919,ALAMEDA BAGELS & DONUTS,2016-04-19,111,Adequate ventilation and lighting designated area,g,"{'human_address': '{""address"": ""37 76163529"", ""city"": """", ""state"": """", ""zip"": """"}'}","1227 PARK ST ALAMEDA, CA 94501",,"37 45m 41.1928s N, 122 14m 41.9294s W",ALAMEDA
920,BANGKOK THAI CUISINE,2013-03-07,111,Food contact surfaces: clean and sanitized,,"{'latitude': '40.598634', 'longitude': '-111.95141', 'human_address': '{""address"": ""37 84155124"", ""city"": """", ""state"": """", ""zip"": """"}'}","5959 SHELLMOUND ST #5 EMERYVILLE, CA 94608",11564,"37 50m 29.5019s N, 122 17m 36.9424s W",EMERYVILLE
921,ACACIA CREEK AND MASONIC HOMES,2012-06-05,111,Equipment/Utensils - approved installed clean g,,"{'human_address': '{""address"": ""37 59714700"", ""city"": """", ""state"": """", ""zip"": """"}'}","34400 MISSION BLVD UNION CITY, CA 94587",,"37 35m 56.9049s N, 122 0m 15.0884s W",UNION CITY
922,ANDERSEN BAKERY,2016-08-04,111,Equipment/Utensils - approved installed clean g,g,"{'latitude': '41.420289', 'longitude': '-87.199202', 'human_address': '{""address"": ""37 69588932"", ""city"": """", ""state"": """", ""zip"": """"}'}","2033 STONERIDGE MALL RD PLEASANTON, CA 94588",21637,"37 41m 50.0893s N, 121 55m 34.8728s W",PLEASANTON
923,BAKERY EL SOL,2018-06-04,111,Demonstration of knowledge food manager certifica,g,"{'human_address': '{""address"": ""37 77292941"", ""city"": """", ""state"": """", ""zip"": """"}'}","3340 E 12TH ST 5 OAKLAND, CA 94601",,"37 46m 34.6186s N, 122 13m 27.1081s W",OAKLAND
924,AGE SONG TREFF CAFE,2013-05-22,111,Wiping cloths: properly used and stored,y,"{'human_address': '{""address"": ""37 82953499"", ""city"": """", ""state"": """", ""zip"": """"}'}","1440 40TH ST EMERYVILLE, CA 94608",,"37 49m 47.0119s N, 122 17m 13.407s W",EMERYVILLE
925,A TOWN PIZZA,2017-11-21,111,Garbage and refuse properly disposed facilities m,g,"{'human_address': '{""address"": ""37 60599223"", ""city"": """", ""state"": """", ""zip"": """"}'}","1830 WHIPPLE RD UNION CITY, CA 94587",,"37 36m 21.398s N, 122 2m 3.36084s W",UNION CITY
926,7-ELEVEN #33637,2014-05-01,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 52203611"", ""city"": """", ""state"": """", ""zip"": """"}'}","39620 CEDAR BLVD NEWARK, CA 94560",,"37 32m 26.8235s N, 122 1m 25.333s W",NEWARK
927,ABE PETROLEUM,2017-06-20,111,"Toilet facilities: properly constructed, supplied,",g,"{'human_address': '{""address"": ""37 60898754"", ""city"": """", ""state"": """", ""zip"": """"}'}","33090 MISSION BLVD UNION CITY, CA 94587",,"37 36m 31.3473s N, 122 1m 22.769s W",UNION CITY
928,BOBA QUEEN,2017-10-10,111,Proper hot and cold holding temperatures,g,"{'latitude': '41.432717', 'longitude': '-87.175718', 'human_address': '{""address"": ""37 57468500"", ""city"": """", ""state"": """", ""zip"": """"}'}","34420 FREMONT BLVD A FREMONT, CA 94555",22001,"37 34m 29.963s N, 122 2m 26.8348s W",FREMONT
